index,Duration (in seconds),Finished,Consent1,Consent2,Consent3,Demo_age,Demo_gender,Q1_ADD1,Timing1_ADD1_First Click,Timing1_ADD1_Last Click,Timing1_ADD1_Page Submit,Timing1_ADD1_Click Count,Q2_ADD1,Timing2_ADD1_First Click,Timing2_ADD1_Last Click,Timing2_ADD1_Page Submit,Timing2_ADD1_Click Count,Q1_ADD2,Timing1_ADD2_First Click,Timing1_ADD2_Last Click,Timing1_ADD2_Page Submit,Timing1_ADD2_Click Count,Q2_ADD2,Timing2_ADD2_First Click,Timing2_ADD2_Last Click,Timing2_ADD2_Page Submit,Timing2_ADD2_Click Count,Q1_ADD3,Timing1_ADD3_First Click,Timing1_ADD3_Last Click,Timing1_ADD3_Page Submit,Timing1_ADD3_Click Count,Q2_ADD3,Timing2_ADD3_First Click,Timing2_ADD3_Last Click,Timing2_ADD3_Page Submit,Timing2_ADD3_Click Count,Q1_ADD4,Timing1_ADD4_First Click,Timing1_ADD4_Last Click,Timing1_ADD4_Page Submit,Timing1_ADD4_Click Count,AttCheck1_ADD,Q2_ADD4,Timing2_ADD4_First Click,Timing2_ADD4_Last Click,Timing2_ADD4_Page Submit,Timing2_ADD4_Click Count,Q1_ADD5,Timing1_ADD5_First Click,Timing1_ADD5_Last Click,Timing1_ADD5_Page Submit,Timing1_ADD5_Click Count,Q2_ADD5,Timing2_ADD5_First Click,Timing2_ADD5_Last Click,Timing2_ADD5_Page Submit,Timing2_ADD5_Click Count,Q1_ADD6,Timing1_ADD6_First Click,Timing1_ADD6_Last Click,Timing1_ADD6_Page Submit,Timing1_ADD6_Click Count,Q2_ADD6,Timing2_ADD6_First Click,Timing2_ADD6_Last Click,Timing2_ADD6_Page Submit,Timing2_ADD6_Click Count,Q1_LMS1,Timing1_LMS1_First Click,Timing1_LMS1_Last Click,Timing1_LMS1_Page Submit,Timing1_LMS1_Click Count,Q2_LMS1,Timing2_LMS1_First Click,Timing2_LMS1_Last Click,Timing2_LMS1_Page Submit,Timing2_LMS1_Click Count,Q1_LMS2,Timing1_LMS2_First Click,Timing1_LMS2_Last Click,Timing1_LMS2_Page Submit,Timing1_LMS2_Click Count,Q2_LMS2,Timing2_LMS2_First Click,Timing2_LMS2_Last Click,Timing2_LMS2_Page Submit,Timing2_LMS2_Click Count,Q1_LMS3,Timing1_LMS3_First Click,Timing1_LMS3_Last Click,Timing1_LMS3_Page Submit,Timing1_LMS3_Click Count,Q2_LMS3,Timing2_LMS3_First Click,Timing2_LMS3_Last Click,Timing2_LMS3_Page Submit,Timing2_LMS3_Click Count,Q1_LMS4,Timing1_LMS4_First Click,Timing1_LMS4_Last Click,Timing1_LMS4_Page Submit,Timing1_LMS4_Click Count,AttCheck1_LMS,Q2_LMS4,Timing2_LMS4_First Click,Timing2_LMS4_Last Click,Timing2_LMS4_Page Submit,Timing2_LMS4_Click Count,Q1_LMS5,Timing1_LMS5_First Click,Timing1_LMS5_Last Click,Timing1_LMS5_Page Submit,Timing1_LMS5_Click Count,Q2_LMS5,Timing2_LMS5_First Click,Timing2_LMS5_Last Click,Timing2_LMS5_Page Submit,Timing2_LMS5_Click Count,Q1_LMS6,Timing1_LMS6_First Click,Timing1_LMS6_Last Click,Timing1_LMS6_Page Submit,Timing1_LMS6_Click Count,Q2_LMS6,Timing2_LMS6_First Click,Timing2_LMS6_Last Click,Timing2_LMS6_Page Submit,Timing2_LMS6_Click Count,Q1_APP1,Timing1_APP1_First Click,Timing1_APP1_Last Click,Timing1_APP1_Page Submit,Timing1_APP1_Click Count,Q2_APP1,Timing2_APP1_First Click,Timing2_APP1_Last Click,Timing2_APP1_Page Submit,Timing2_APP1_Click Count,Q1_APP2,Timing1_APP2_First Click,Timing1_APP2_Last Click,Timing1_APP2_Page Submit,Timing1_APP2_Click Count,Q2_APP2,Timing2_APP2_First Click,Timing2_APP2_Last Click,Timing2_APP2_Page Submit,Timing2_APP2_Click Count,Q1_APP3,Timing1_APP3_First Click,Timing1_APP3_Last Click,Timing1_APP3_Page Submit,Timing1_APP3_Click Count,Q2_APP3,Timing2_APP3_First Click,Timing2_APP3_Last Click,Timing2_APP3_Page Submit,Timing2_APP3_Click Count,Q1_APP4,Timing1_APP4_First Click,Timing1_APP4_Last Click,Timing1_APP4_Page Submit,Timing1_APP4_Click Count,AttCheck1_APP,Q2_APP4,Timing2_APP4_First Click,Timing2_APP4_Last Click,Timing2_APP4_Page Submit,Timing2_APP4_Click Count,Q1_APP5,Timing1_APP5_First Click,Timing1_APP5_Last Click,Timing1_APP5_Page Submit,Timing1_APP5_Click Count,Q2_APP5,Timing2_APP5_First Click,Timing2_APP5_Last Click,Timing2_APP5_Page Submit,Timing2_APP5_Click Count,Q1_APP6,Timing1_APP6_First Click,Timing1_APP6_Last Click,Timing1_APP6_Page Submit,Timing1_APP6_Click Count,Q2_APP6,Timing2_APP6_First Click,Timing2_APP6_Last Click,Timing2_APP6_Page Submit,Timing2_APP6_Click Count,subj_preobj_Q1,subj_preobj_Q2,Timing_subj_preobj_First Click,Timing_subj_preobj_Last Click,Timing_subj_preobj_Page Submit,Timing_subj_preobj_Click Count,modsim_ADD7,Timing_ADD7_First Click,Timing_ADD7_Last Click,Timing_ADD7_Page Submit,Timing_ADD7_Click Count,modsim_ADD8,Timing_ADD8_First Click,Timing_ADD8_Last Click,Timing_ADD8_Page Submit,Timing_ADD8_Click Count,countfac_ADD9,AttCheck2_ADD,Timing_ADD9_First Click,Timing_ADD9_Last Click,Timing_ADD9_Page Submit,Timing_ADD9_Click Count,countfac_ADD10,Timing_ADD10_First Click,Timing_ADD10_Last Click,Timing_ADD10_Page Submit,Timing_ADD10_Click Count,error_ADD11,Timing_ADD11_First Click,Timing_ADD11_Last Click,Timing_ADD11_Page Submit,Timing_ADD11_Click Count,error_ADD12,Timing_ADD12_First Click,Timing_ADD12_Last Click,Timing_ADD12_Page Submit,Timing_ADD12_Click Count,modsim_LMS7,Timing_LMS7_First Click,Timing_LMS7_Last Click,Timing_LMS7_Page Submit,Timing_LMS7_Click Count,modsim_LMS8,Timing_LMS8_First Click,Timing_LMS8_Last Click,Timing_LMS8_Page Submit,Timing_LMS8_Click Count,countfac_LMS9,AttCheck2_LMS,Timing_LMS9_First Click,Timing_LMS9_Last Click,Timing_LMS9_Page Submit,Timing_LMS9_Click Count,countfac_LMS10,Timing_LMS10_First Click,Timing_LMS10_Last Click,Timing_LMS10_Page Submit,Timing_LMS10_Click Count,error_LMS11,Timing_LMS11_First Click,Timing_LMS11_Last Click,Timing_LMS11_Page Submit,Timing_LMS11_Click Count,error_LMS12,Timing_LMS12_First Click,Timing_LMS12_Last Click,Timing_LMS12_Page Submit,Timing_LMS12_Click Count,modsim_APP7,Timing_APP7_First Click,Timing_APP7_Last Click,Timing_APP7_Page Submit,Timing_APP7_Click Count,modsim_APP8,Timing_APP8_First Click,Timing_APP8_Last Click,Timing_APP8_Page Submit,Timing_APP8_Click Count,countfac_APP9,AttCheck2_APP,Timing_APP9_First Click,Timing_APP9_Last Click,Timing_APP9_Page Submit,Timing_APP9_Click Count,countfac_APP10,Timing_APP10_First Click,Timing_APP10_Last Click,Timing_APP10_Page Submit,Timing_APP10_Click Count,error_APP11,Timing_APP11_First Click,Timing_APP11_Last Click,Timing_APP11_Page Submit,Timing_APP11_Click Count,error_APP12,Timing_APP12_First Click,Timing_APP12_Last Click,Timing_APP12_Page Submit,Timing_APP12_Click Count,Subj_postobj_Q1,Subj_postobj_Q2,Timing_subj_postobj_First Click,Timing_subj_postobj_Last Click,Timing_subj_postobj_Page Submit,Timing_subj_postobj_Click Count,timing_explain_ADD_First Click,timing_explain_ADD_Last Click,timing_explain_ADD_Page Submit,timing_explain_ADD_Click Count,timing_explain_LMS_First Click,timing_explain_LMS_Last Click,timing_explain_LMS_Page Submit,timing_explain_LMS_Click Count,timing_explain_APP_First Click,timing_explain_APP_Last Click,timing_explain_APP_Page Submit,timing_explain_APP_Click Count,Agg,Exp
27,836,1,1,1,1,3,2,1.0,96.885,96.885,98.683,1.0,1.0,16.455,16.455,17.844,1.0,5.0,19.18,19.18,20.018,1.0,5.0,3.718,3.718,4.684,1.0,5.0,33.839,33.839,34.619,1.0,5.0,3.434,3.434,4.903,1.0,7.0,12.045,13.037,13.955,2.0,4.0,7.0,6.26,8.211,9.662,2.0,1.0,26.18,26.18,27.607,1.0,1.0,6.888,6.888,8.38,1.0,2.0,14.713,15.385,16.311,2.0,2.0,3.385,3.385,4.356,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,6,4.005,7.386,8.534,3,1.0,23.478,23.478,24.833,1.0,1.0,32.705,33.634,34.67,2.0,2.0,2.0,71.459,118.907,121.288,2.0,3.0,85.955,85.955,87.144,1.0,1.0,36.194,36.194,37.727,1.0,2.0,20.364,20.364,21.08,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,7,3.287,5.255,6.805,2,55.729,55.729,148.337,1.0,,,,,,,,,ADD,Graph_expl
28,1251,1,1,1,1,1,1,1.0,5.056,164.414,165.238,21.0,1.0,1.28,19.825,21.2,10.0,7.0,4.214,68.195,69.143,8.0,5.0,7.42,19.63,21.39,8.0,5.0,3.393,42.366,43.3,5.0,5.0,4.805,9.051,9.947,7.0,4.0,2.343,29.987,30.899,7.0,4.0,7.0,1.864,19.482,21.264,13.0,1.0,1.563,26.194,27.356,8.0,1.0,0.763,4.494,5.388,6.0,2.0,1.457,20.609,21.571,6.0,2.0,0.762,3.28,4.353,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,5,4.097,8.337,9.1,5,3.0,15.176,136.233,137.878,8.0,1.0,45.547,46.897,47.938,4.0,1.0,2.0,19.999,247.676,248.799,20.0,2.0,1.727,105.444,106.955,13.0,1.0,15.083,16.418,17.201,3.0,1.0,9.257,10.193,10.986,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,4,3.71,4.763,5.574,5,4.473,16.342,31.301,5.0,,,,,,,,,ADD,Graph_expl
29,1318,1,1,1,1,2,2,1.0,88.25,91.135,92.741,2.0,3.0,134.469,134.469,136.103,1.0,5.0,26.526,26.526,27.781,1.0,5.0,29.321,31.767,32.384,2.0,5.0,26.866,26.866,28.067,1.0,5.0,66.34,66.34,67.956,1.0,3.0,13.587,13.587,15.238,1.0,4.0,7.0,15.233,26.078,27.29,3.0,1.0,25.073,26.218,26.784,2.0,1.0,5.073,6.463,7.058,2.0,2.0,28.132,28.132,29.334,1.0,2.0,3.256,3.256,5.982,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,7,5.273,9.861,10.879,2,6.0,101.308,101.308,102.371,1.0,1.0,43.764,44.822,46.564,2.0,2.0,2.0,105.1,135.816,138.459,2.0,3.0,100.079,100.079,101.959,1.0,1.0,50.373,50.373,52.373,1.0,2.0,22.137,22.137,24.864,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,7,5.14,8.768,10.109,2,52.614,147.466,149.363,9.0,,,,,,,,,ADD,Graph_expl
30,1575,1,1,1,1,2,1,3.0,1.831,120.825,129.583,20.0,2.0,5.975,76.801,78.1,14.0,5.0,3.944,54.083,54.8,11.0,1.0,0.37,43.361,44.242,8.0,5.0,2.113,45.76,46.6,10.0,4.0,1.136,24.65,25.362,6.0,4.0,0.541,49.36,49.901,8.0,4.0,4.0,8.373,32.451,33.378,14.0,1.0,1.682,45.354,45.902,8.0,3.0,28.429,64.626,64.666,12.0,2.0,2.099,21.064,21.845,6.0,4.0,0.193,14.428,14.978,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,4,5.52,12.234,12.708,5,3.0,3.127,81.045,81.758,4.0,1.0,3.368,36.053,38.592,4.0,2.0,2.0,8.664,95.678,96.501,20.0,4.0,44.271,54.798,55.6,7.0,1.0,54.083,55.451,56.485,2.0,2.0,60.161,92.839,93.594,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,4,5.567,9.229,9.704,5,7.717,124.966,125.595,14.0,,,,,,,,,ADD,Graph_expl
31,1535,1,1,1,1,1,2,1.0,13.231,249.505,252.108,5.0,1.0,54.965,78.223,79.575,17.0,5.0,1.402,88.296,89.899,4.0,5.0,31.289,31.289,33.145,1.0,5.0,45.417,45.417,48.185,1.0,5.0,12.394,12.394,14.848,1.0,7.0,58.106,58.106,60.13,1.0,4.0,7.0,14.786,27.588,34.403,4.0,1.0,28.742,28.742,30.401,1.0,1.0,17.557,18.352,20.861,2.0,2.0,23.69,23.69,25.088,1.0,2.0,2.573,8.77,19.258,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,6,4.395,12.706,17.002,5,1.0,1.279,33.155,35.945,2.0,3.0,2.429,53.941,56.219,4.0,2.0,2.0,58.023,105.53,114.863,6.0,3.0,96.49,96.49,99.775,1.0,1.0,45.652,46.952,51.473,2.0,2.0,21.935,21.935,23.865,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,6,4.257,9.769,11.043,3,68.868,109.732,151.932,5.0,,,,,,,,,ADD,Graph_expl
32,1350,1,1,1,1,3,1,1.0,3.053,194.23,196.269,52.0,2.0,10.029,67.054,68.454,26.0,5.0,4.719,56.37,58.207,29.0,2.0,4.812,29.816,31.57,15.0,5.0,2.622,47.057,48.706,28.0,4.0,2.773,31.312,33.302,30.0,4.0,2.852,36.427,38.805,29.0,4.0,3.0,2.114,70.739,72.9,46.0,1.0,2.64,32.901,34.915,20.0,5.0,3.655,23.124,24.938,20.0,2.0,3.112,39.259,41.059,14.0,3.0,1.638,31.716,33.188,35.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,1,7.277,22.841,25.84,10,3.0,6.589,49.314,50.764,29.0,5.0,5.62,31.659,32.904,15.0,3.0,2.0,5.368,91.814,93.859,48.0,2.0,4.513,17.269,18.902,14.0,1.0,2.929,31.361,33.244,18.0,2.0,3.763,23.044,24.907,12.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,7,7.04,14.487,16.105,6,7.89,47.039,69.099,15.0,,,,,,,,,ADD,Graph_expl
33,1824,1,1,1,1,1,1,1.0,4.396,120.042,129.495,3.0,1.0,76.293,76.293,77.307,1.0,5.0,56.442,56.442,58.049,1.0,5.0,10.745,10.745,11.751,1.0,5.0,146.414,146.414,147.744,1.0,5.0,44.165,44.165,45.403,1.0,4.0,42.047,42.047,43.755,1.0,4.0,7.0,6.839,20.543,21.886,3.0,1.0,24.644,24.644,25.532,1.0,1.0,2.783,3.287,4.331,2.0,2.0,18.533,18.533,19.372,1.0,2.0,2.795,2.795,4.161,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,6,6.144,8.496,10.301,2,3.0,130.68,130.68,132.146,1.0,1.0,70.533,70.533,71.695,1.0,1.0,2.0,171.072,174.096,175.05,2.0,1.0,74.843,76.462,76.793,2.0,1.0,75.737,75.737,76.701,1.0,2.0,98.711,98.711,100.069,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,6,10.518,14.373,15.662,2,54.8,117.792,121.557,6.0,,,,,,,,,ADD,Graph_expl
34,1539,1,1,1,1,5,1,1.0,97.5,171.407,173.381,4.0,1.0,22.903,83.245,86.664,10.0,4.0,13.51,90.068,93.18,5.0,5.0,3.571,26.903,28.795,3.0,5.0,4.775,61.062,63.058,5.0,5.0,7.686,16.088,17.697,5.0,4.0,6.792,57.549,59.1,6.0,4.0,4.0,10.564,65.179,67.457,15.0,1.0,8.192,53.37,55.8,3.0,1.0,5.962,12.144,14.79,4.0,2.0,8.552,56.905,59.314,6.0,2.0,4.538,20.661,23.099,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,6,5.056,10.729,12.082,3,3.0,44.869,48.535,50.954,2.0,1.0,46.406,53.319,55.146,4.0,2.0,2.0,23.179,194.698,196.756,9.0,2.0,74.084,82.523,84.504,4.0,2.0,48.775,50.236,51.771,2.0,2.0,44.707,47.984,50.5,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,6,4.873,10.501,12.448,3,12.941,29.702,103.006,3.0,,,,,,,,,ADD,Graph_expl
35,2261,1,1,1,1,2,2,3.0,116.289,116.289,127.866,1.0,1.0,19.985,45.431,46.932,2.0,5.0,204.84,204.84,206.184,1.0,5.0,6.828,6.828,8.782,1.0,5.0,112.639,112.639,113.502,1.0,5.0,3.721,3.721,5.451,1.0,7.0,105.353,105.353,106.694,1.0,4.0,7.0,5.575,14.537,21.858,3.0,1.0,121.6,121.6,122.5,1.0,1.0,5.456,5.456,7.066,1.0,2.0,105.951,105.951,107.523,1.0,2.0,4.466,4.466,5.872,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,7,5.763,10.399,11.595,2,3.0,180.246,180.246,181.443,1.0,1.0,87.079,87.079,93.669,1.0,2.0,2.0,184.944,222.901,227.873,2.0,3.0,206.978,206.978,212.258,1.0,1.0,76.939,76.939,77.777,1.0,2.0,107.459,107.459,109.083,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,7,4.464,7.344,11.3,2,136.331,186.061,193.488,2.0,,,,,,,,,ADD,Graph_expl
36,1954,1,1,1,1,2,2,1.0,7.593,229.044,232.796,14.0,1.0,29.868,83.901,86.231,3.0,5.0,5.754,139.08,140.788,4.0,5.0,16.09,41.891,43.004,4.0,4.0,51.45,135.461,136.7,6.0,5.0,12.693,38.967,40.025,4.0,7.0,7.401,104.897,106.109,4.0,4.0,7.0,7.997,34.166,37.9,7.0,1.0,10.844,63.795,65.615,3.0,1.0,5.052,10.272,11.802,4.0,2.0,10.556,63.824,65.651,3.0,2.0,4.284,8.36,10.301,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,6,7.334,13.568,17.0,3,1.0,95.303,97.127,98.5,2.0,1.0,57.534,59.553,61.042,2.0,1.0,2.0,139.035,174.833,177.677,5.0,3.0,42.839,49.304,55.358,3.0,1.0,37.187,38.3,40.014,2.0,2.0,44.996,67.622,68.866,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,5,4.254,9.314,10.978,3,41.453,59.801,105.905,4.0,,,,,,,,,ADD,Graph_expl
37,2704,1,1,1,1,1,2,1.0,72.974,72.974,74.404,1.0,1.0,15.385,15.385,32.93,1.0,5.0,7.827,40.61,43.294,4.0,5.0,3.533,3.533,4.612,1.0,7.0,51.621,54.247,55.169,2.0,5.0,3.535,3.535,4.662,1.0,4.0,6.515,18.63,19.367,2.0,4.0,7.0,8.261,12.159,12.738,2.0,1.0,4.617,14.498,15.563,5.0,1.0,1.942,1.942,3.039,1.0,2.0,11.793,11.793,12.532,1.0,2.0,2.531,3.224,3.963,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,7,2.043,4.998,5.84,4,3.0,38.497,38.497,40.549,1.0,1.0,6.775,30.682,31.357,8.0,2.0,2.0,6.37,96.212,104.314,4.0,3.0,43.096,43.096,44.8,1.0,1.0,10.338,10.338,12.026,1.0,2.0,11.362,15.637,16.842,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,7,1.905,3.171,4.482,2,77.428,77.428,122.235,1.0,,,,,,,,,ADD,Graph_expl
38,2060,1,1,1,1,3,2,1.0,5.694,288.978,291.58,10.0,3.0,12.412,119.913,122.673,6.0,5.0,12.325,141.774,143.147,7.0,2.0,6.628,33.157,34.961,3.0,5.0,4.262,93.482,95.425,5.0,4.0,6.898,22.719,24.407,3.0,7.0,12.013,120.359,123.046,3.0,4.0,4.0,5.5,34.11,41.194,6.0,1.0,3.593,125.294,127.983,6.0,2.0,8.716,19.641,22.541,3.0,2.0,3.565,95.686,97.783,4.0,6.0,4.748,20.036,22.054,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,5,8.817,22.115,24.161,3,3.0,112.776,115.003,117.038,2.0,1.0,64.033,71.976,74.064,5.0,4.0,2.0,17.716,94.187,97.305,7.0,3.0,12.815,19.284,21.599,2.0,1.0,43.22,45.919,49.661,2.0,2.0,92.005,94.426,97.104,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,7,6.981,14.629,16.638,3,3.531,99.651,135.773,6.0,,,,,,,,,ADD,Graph_expl
39,2249,1,1,1,1,3,2,3.0,5.986,312.268,313.766,13.0,3.0,1.311,93.629,94.891,9.0,5.0,1.468,187.311,188.671,13.0,5.0,0.25,4.389,5.554,4.0,5.0,2.412,42.019,43.35,4.0,5.0,1.582,2.993,4.057,2.0,7.0,5.932,56.111,57.059,3.0,4.0,7.0,0.207,5.262,8.019,3.0,1.0,3.537,38.99,40.126,8.0,1.0,0.476,2.175,3.531,2.0,2.0,0.913,34.407,36.373,6.0,2.0,3.373,3.373,4.898,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,7,2.333,11.627,13.331,4,1.0,5.1,111.646,113.401,5.0,1.0,0.177,63.985,65.823,5.0,2.0,2.0,11.865,174.843,175.984,20.0,4.0,1.947,91.106,92.479,12.0,2.0,2.164,49.104,50.858,7.0,2.0,4.644,79.842,81.158,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,7,3.001,11.203,12.973,4,3.245,247.943,258.144,21.0,,,,,,,,,ADD,Graph_expl
40,2892,1,1,1,1,5,1,1.0,304.19,304.19,306.027,1.0,1.0,50.659,50.659,54.665,1.0,5.0,162.87,162.87,164.514,1.0,5.0,6.893,6.893,11.378,1.0,5.0,112.174,112.174,113.251,1.0,5.0,4.307,4.307,5.194,1.0,7.0,119.346,119.346,120.087,1.0,4.0,7.0,4.443,22.843,23.752,3.0,1.0,91.05,91.05,93.526,1.0,1.0,3.746,3.746,5.047,1.0,2.0,97.064,97.064,100.334,1.0,2.0,2.919,2.919,4.26,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,6,18.501,23.452,25.994,2,1.0,176.161,176.161,178.997,1.0,1.0,104.875,104.875,122.024,1.0,2.0,2.0,358.378,375.057,378.232,2.0,1.0,417.323,417.323,418.863,1.0,1.0,121.411,121.411,125.696,1.0,2.0,128.402,128.402,129.742,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,6,6.797,11.421,12.489,2,114.112,175.352,239.016,9.0,,,,,,,,,ADD,Graph_expl
41,2880,1,1,1,1,5,2,3.0,154.949,154.949,164.238,1.0,1.0,61.888,61.888,63.588,1.0,5.0,106.658,106.658,108.876,1.0,5.0,10.591,10.591,12.625,1.0,5.0,111.081,111.081,113.104,1.0,5.0,12.976,12.976,14.389,1.0,4.0,54.708,54.708,56.852,1.0,4.0,7.0,11.902,35.39,42.869,3.0,1.0,84.298,84.298,85.93,1.0,1.0,9.641,9.641,12.506,1.0,2.0,72.267,72.267,74.062,1.0,2.0,96.684,102.556,104.647,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,6,7.453,11.737,13.236,2,3.0,169.453,169.453,171.763,1.0,1.0,59.621,59.621,61.331,1.0,2.0,2.0,715.561,895.984,900.213,12.0,3.0,293.121,293.121,302.186,1.0,1.0,118.155,118.155,124.335,1.0,2.0,119.727,119.727,122.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,7,4.775,7.393,12.68,2,40.887,152.114,154.044,2.0,,,,,,,,,ADD,Graph_expl
